Date,Close,Close_lag_1,Close_lag_2,Close_lag_3,MA7,MA14,MA30
2018-02-13,38.725364685058594,38.34126663208008,36.85672378540039,36.41136932373047,37.53755623953683,38.43638120378767,39.91232681274414
2018-02-14,39.43936538696289,38.725364685058594,38.34126663208008,36.85672378540039,37.92520196097238,38.38512529645647,39.87941182454427
2018-02-15,40.763668060302734,39.43936538696289,38.725364685058594,38.34126663208008,38.28276988438198,38.4217586517334,39.89087448120117
2018-02-16,40.631690979003906,40.763668060302734,39.43936538696289,38.725364685058594,38.73849269321987,38.50847380501883,39.891680018107095
2018-02-20,40.49504470825195,40.631690979003906,40.763668060302734,39.43936538696289,39.32187489100865,38.60202326093401,39.872519429524736
2018-02-21,40.311241149902344,40.49504470825195,40.631690979003906,40.763668060302734,39.815377371651785,38.67473357064383,39.852316538492836
2018-02-22,40.64821243286133,40.311241149902344,40.49504470825195,40.631690979003906,40.14494105747768,38.76564598083496,39.84350293477376
2018-02-23,41.355133056640625,40.64821243286133,40.311241149902344,40.49504470825195,40.52062225341797,39.0290892464774,39.85856641133626
2018-02-26,42.17279815673828,41.355133056640625,40.64821243286133,40.311241149902344,40.91111264910017,39.418157305036274,39.89314028422038
2018-02-27,42.0361328125,42.17279815673828,41.355133056640625,40.64821243286133,41.09289332798549,39.687831606183735,39.908999633789065
2018-02-28,41.972511291503906,42.0361328125,42.17279815673828,41.355133056640625,41.28443908691406,40.011465890066965,39.929778798421225
2018-03-01,41.23731231689453,41.972511291503906,42.0361328125,42.17279815673828,41.390477316720144,40.3561761038644,39.90328699747722
2018-03-02,41.522438049316406,41.23731231689453,41.972511291503906,42.0361328125,41.563505445207866,40.68944140842983,39.885047403971356
2018-03-05,41.66617965698242,41.522438049316406,41.23731231689453,41.972511291503906,41.70892933436802,40.92693519592285,39.87785771687825
2018-03-06,41.63082504272461,41.66617965698242,41.522438049316406,41.23731231689453,41.748313903808594,41.13446807861328,39.88091074625651
2018-03-07,41.2443733215332,41.63082504272461,41.66617965698242,41.522438049316406,41.61568178449358,41.263397216796875,39.87076924641927
2018-03-08,41.69445037841797,41.2443733215332,41.63082504272461,41.66617965698242,41.56687000819615,41.32988166809082,39.89769045511881
2018-03-09,42.41079330444336,41.69445037841797,41.2443733215332,41.63082504272461,41.629481724330354,41.45696040562221,39.97281862894694
2018-03-12,42.82081985473633,42.41079330444336,41.69445037841797,41.2443733215332,41.85569708687918,41.62308720179966,40.058485921223955
2018-03-13,42.40845489501953,42.82081985473633,42.41079330444336,41.69445037841797,41.982270921979634,41.77288818359375,40.15817845662435
2018-03-14,42.04793167114258,42.40845489501953,42.82081985473633,42.41079330444336,42.03680692400251,41.87286812918527,40.253597768147785
2018-03-15,42.09739303588867,42.04793167114258,42.40845489501953,42.82081985473633,42.10345949445452,41.92588669913156,40.34706764221191
2018-03-16,41.94895935058594,42.09739303588867,42.04793167114258,42.40845489501953,42.204114641462056,41.909898212977815,40.43285166422526
2018-03-19,41.30801010131836,41.94895935058594,42.09739303588867,42.04793167114258,42.14890888759068,41.85788944789341,40.554221089680986
2018-03-20,41.29386901855469,41.30801010131836,41.94895935058594,42.09739303588867,41.98934827532087,41.80941499982561,40.706488545735674
2018-03-21,40.35836410522461,41.29386901855469,41.30801010131836,41.94895935058594,41.63756888253348,41.74663298470633,40.77641092936198
2018-03-22,39.78812026977539,40.35836410522461,41.29386901855469,41.30801010131836,41.26323536464146,41.62275314331055,40.854627227783205
2018-03-23,38.866756439208984,39.78812026977539,40.35836410522461,41.29386901855469,40.80878176007952,41.422794342041016,40.93647346496582
2018-03-26,40.71183013916016,38.866756439208984,39.78812026977539,40.35836410522461,40.61084420340402,41.35715184892927,41.06497701009115
2018-03-27,39.66793441772461,40.71183013916016,38.866756439208984,39.78812026977539,40.28498349870954,41.244549070085796,41.10919926961263
2018-03-28,39.229637145996094,39.66793441772461,40.71183013916016,38.866756439208984,39.98807307652065,41.068490982055664,41.12600835164388
2018-03-29,39.53597640991211,39.229637145996094,39.66793441772461,40.71183013916016,39.736945561000276,40.863146918160574,41.12922871907552
2018-04-02,39.27675247192383,39.53597640991211,39.229637145996094,39.66793441772461,39.582429613385884,40.609999247959685,41.079664866129555
2018-04-03,39.67972183227539,39.27675247192383,39.53597640991211,39.229637145996094,39.56694412231445,40.41508974347796,41.0479325612386
2018-04-04,40.43848419189453,39.67972183227539,39.27675247192383,39.53597640991211,39.791476658412385,40.30012920924595,41.04604721069336
2018-04-05,40.71889877319336,40.43848419189453,39.67972183227539,39.27675247192383,39.79248646327427,40.20166533333914,41.05963579813639
2018-04-06,39.6773567199707,40.71889877319336,40.43848419189453,39.67972183227539,39.79383250645229,40.03940800258091,41.027273941040036
2018-04-09,40.07088470458984,39.6773567199707,40.71889877319336,40.43848419189453,39.91401072910854,39.951041902814595,40.98446566263835
2018-04-10,40.82493591308594,40.07088470458984,39.6773567199707,40.71889877319336,40.09814780099051,39.91754668099539,40.93953692118327
2018-04-11,40.634071350097656,40.82493591308594,40.07088470458984,39.6773567199707,40.29205049787249,39.93724005562918,40.89280153910319
2018-04-12,41.0346565246582,40.634071350097656,40.82493591308594,40.07088470458984,40.48561259678432,40.02627835954939,40.86153971354167
2018-04-13,41.17369079589844,41.0346565246582,40.634071350097656,40.82493591308594,40.59064211164202,40.1910593850272,40.85941899617513
2018-04-16,41.4305419921875,41.17369079589844,41.0346565246582,40.634071350097656,40.692305428641184,40.24239594595773,40.85635579427083
2018-04-17,42.000789642333984,41.4305419921875,41.17369079589844,41.0346565246582,41.02422441755022,40.40902846200125,40.86750946044922
2018-04-18,41.90652084350586,42.000789642333984,41.4305419921875,41.17369079589844,41.28645815168108,40.60023444039481,40.87669932047526
2018-04-19,40.71889877319336,41.90652084350586,42.000789642333984,41.4305419921875,41.271309988839285,40.6847288949149,40.85918350219727
